 8638 xpcproxy	Created        /private/var/tmp/cy-wS22sw.dylib	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj312EBA977	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.yWwFNw	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.yWwFNw	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist 
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.GKZD5Y	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.GKZD5Y	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.GKZD5Y	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj312EBA977	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj312EBA977	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.6OLlol	
  360 nehelper	Created        /private/var/preferences/com.apple.networkextension.cache.plist-lock	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.6OLlol	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.6OLlol	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist 
  360 nehelper	Created        /private/var/preferences/com.apple.networkextension.cache.plist-new	
  360 nehelper	Chowned        /private/var/preferences/com.apple.networkextension.cache.plist-new	
  360 nehelper	Chowned        /private/var/preferences/com.apple.networkextension.cache.plist-new	
  360 nehelper	Modified       /private/var/preferences/com.apple.networkextension.cache.plist-new	
  360 nehelper	Renamed        /private/var/preferences/com.apple.networkextension.cache.plist-new	/private/var/preferences/com.apple.networkextension.cache.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist	
  360 nehelper	Deleted        /private/var/preferences/com.apple.networkextension.cache.plist-lock	
  360 nehelper	Modified       /private/var/preferences/com.apple.networkextension.cache.plist-lock	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.sqHhf7	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.sqHhf7	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.sqHhf7	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist 
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj62CA6B95F	
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj62CA6B95F	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj62CA6B95F	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj86378E971	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj86378E971	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj86378E971	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj386776916	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj386776916	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj386776916	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj37BA77984	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj37BA77984	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj37BA77984	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjDB56EF9D2	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjDB56EF9D2	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjDB56EF9D2	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/tmp/etilqs_Va7WHXipwVqkdiP	
 8697 itunesstored	Deleted        /private/var/tmp/etilqs_Va7WHXipwVqkdiP	
 8697 itunesstored	Modified       /private/var/tmp/etilqs_Va7WHXipwVqkdiP	
 8697 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 8697 itunesstored	Created dir    /private/var/mobile/Media/Downloads/2973141054120196524	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/2973141054120196524/iTunesMetadata.plist	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/2973141054120196524/iTunesMetadata.plist	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj25E4909F2	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj25E4909F2	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj25E4909F2	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies_tmp_8697_0.dat	
 8697 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies_tmp_8697_0.dat	
 8697 itunesstored	Renamed        /private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies_tmp_8697_0.dat	/private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies 
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjEA333290D	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.9H8t3W	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/META-INF	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.9H8t3W	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/META-INF	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/.dat.nosync0192.9H8t3W	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/1F99B6121667D6AEB9165D289BE87EF9EEBB9413/tasks.plist	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/com.apple.deltainstallcommands.com.facebook.Messenger	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/com.apple.deltainstallcommands.com.facebook.Messenger	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/com.apple.deltainstallcommands.com.facebook.Messenger	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjEA333290D	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjEA333290D	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/com.apple.deltainstallcommands.com.facebook.Messenger	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/com.apple.deltainstallcommands.com.facebook.Messenger	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/com.apple.deltainstallcommands.com.facebook.Messenger	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Info.plist	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Info.plist	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Info.plist	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Info.plist	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Info.plist	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Messenger	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Messenger	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Messenger	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjDE44E49E2	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjDE44E49E2	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjDE44E49E2	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies_tmp_8697_0.dat	
 8697 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies_tmp_8697_0.dat	
 8697 itunesstored	Renamed        /private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies_tmp_8697_0.dat	/private/var/mobile/Library/Cookies/com.apple.itunesstored.binarycookies 
 8697 itunesstored	Created dir    /private/var/mobile/Media/Downloads/2973141054120196524/-5745406724570320938	
 8697 itunesstored	Chowned        /private/var/mobile/Media/Downloads/2973141054120196524/-5745406724570320938	
 8704 com.apple.Stream	Changed xattr  /private/var/mobile/Media/Downloads/2973141054120196524/-5745406724570320938	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjE800F5910	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjE800F5910	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjE800F5910	
  402 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281	
  402 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/Uploads	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.0S1xWt	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.0S1xWt	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.0S1xWt	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.0S1xWt	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/configuration.plist 
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.EdT6dm	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.EdT6dm	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.EdT6dm	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.EdT6dm	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/options.plist 
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/.dat.nosync0192.P6xGVB	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/.dat.nosync0192.P6xGVB	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/.dat.nosync0192.P6xGVB	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/.dat.nosync0192.P6xGVB	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/sessions.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/sessions.plist	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.pujxzv	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5EAF3B95B	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.pujxzv	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.pujxzv	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/tasks.plist 
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.mXWZUD	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.mXWZUD	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.mXWZUD	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/tasks.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/tasks.plist	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5EAF3B95B	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj5EAF3B95B	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.SqgLev	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.SqgLev	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/.dat.nosync0192.SqgLev	/private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/tasks.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/ED98CABB18F6456BFDDF7FEC19097B75A21217AC/C6DA9D69DDF44F1FC4F181317836BDC68A01C281/tasks.plist	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Messenger	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Messenger	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Messenger	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Assets.car	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Assets.car	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Assets.car	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Assets.car	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Assets.car	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.strings	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/cs.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj/Localizable.strings	
